PATIENT_NAME,R_PEAK,P_PEAK,T_PEAK,Q_PEAK,S_PEAK
patient045/s0155lre,35027,34824,nan,35005,35317
patient045/s0155lre,35983,35746,36463,35962,36279
patient045/s0155lre,36989,36732,nan,36968,37287
patient045/s0155lre,37975,37762,nan,37954,38272
patient045/s0155lre,38913,38683,39331,38891,39211
patient045/s0155lre,39818,39609,nan,39797,40117
patient045/s0155lre,40720,40498,41158,40698,41004
patient045/s0155lre,41655,41439,42096,41634,41975
patient045/s0155lre,42583,42322,nan,42561,42896
patient045/s0155lre,43594,43360,nan,43573,43683
patient045/s0155lre,45448,45219,nan,45424,45756
patient045/s0155lre,47155,46947,47577,47133,47439
patient045/s0155lre,48974,48745,nan,48953,49161
patient045/s0155lre,50834,50620,nan,50813,51140
patient045/s0155lre,52569,52348,nan,52548,52877
patient045/s0155lre,54221,53970,nan,54199,54516
patient045/s0155lre,55170,54939,55596,55149,55464
patient045/s0155lre,56210,55980,nan,56188,56506
patient045/s0155lre,57273,57034,57714,57253,57577
patient045/s0155lre,58319,58110,nan,58298,58615
patient045/s0155lre,59343,59110,nan,59322,59641
patient045/s0155lre,60321,60097,60738,60300,60625
patient045/s0155lre,61291,60996,61738,61270,61580
patient045/s0155lre,62294,62083,62772,62273,62593
patient045/s0155lre,64268,64032,nan,64246,64584
patient045/s0155lre,66038,65833,nan,66016,66347
patient045/s0155lre,67719,67471,68112,67698,68018
patient045/s0155lre,69546,69310,nan,69525,69843
patient045/s0155lre,70471,70180,nan,70451,70771
patient045/s0155lre,72122,71902,72519,72101,72413
patient045/s0155lre,73128,72876,nan,73106,73422
patient045/s0155lre,74158,73930,nan,74137,74451
patient045/s0155lre,75227,75000,nan,75206,75518
patient045/s0155lre,77141,76914,nan,77120,77445
patient045/s0155lre,78890,78676,79381,78867,79204
patient045/s0155lre,80739,80476,81157,80718,80824
patient045/s0155lre,82744,82504,nan,82723,83051
patient045/s0155lre,84503,84262,nan,84481,84806
patient045/s0155lre,86209,85986,86652,86184,86371
patient045/s0155lre,87277,87043,nan,87256,87579
patient045/s0155lre,88320,88107,nan,88298,88628
patient045/s0155lre,89364,89041,nan,89343,89663
patient045/s0155lre,90376,90157,nan,90355,90674
patient045/s0155lre,91380,91159,nan,91359,91668
patient045/s0155lre,92342,92136,92752,92320,92623
patient045/s0155lre,93313,93105,nan,93291,93629
patient045/s0155lre,94324,94077,nan,94304,94633
patient045/s0155lre,95354,95137,nan,95332,95664
patient045/s0155lre,96391,96151,nan,96370,96694
patient045/s0155lre,98345,98115,nan,98323,98655
patient045/s0155lre,100089,99855,nan,100068,100395
patient045/s0155lre,101849,101631,102259,101828,101933
patient045/s0155lre,102950,102721,103389,102930,103258
patient045/s0155lre,104019,103725,104499,103997,104312
patient045/s0155lre,105020,104796,nan,104999,105311
patient045/s0155lre,106001,105726,nan,105980,106303
patient045/s0155lre,106935,106698,107323,106914,107232
patient045/s0155lre,107906,107680,nan,107884,108206
patient045/s0155lre,108925,108678,nan,108904,109230
patient045/s0155lre,109962,109746,nan,109941,110027
patient045/s0155lre,111858,111652,nan,111837,112164
patient045/s0155lre,112783,112563,nan,112762,113078
patient045/s0155lre,113741,113521,nan,113719,114048
patient045/s0155lre,114670,114430,115131,114648,114963
patient045/s0148lre,1459,1191,2040,1438,1714
patient045/s0148lre,2889,2553,3463,2869,3134
patient045/s0148lre,4306,4011,4882,4285,4570
patient045/s0148lre,5728,5452,6309,5705,5999
patient045/s0148lre,7160,6807,7737,7138,7416
patient045/s0148lre,8586,8298,9172,8566,8853
patient045/s0148lre,10035,9760,10620,10014,10282
patient045/s0148lre,11474,11113,12052,11454,11725
patient045/s0148lre,12903,12571,13486,12883,13159
patient045/s0148lre,14335,14025,14914,14315,14599
patient045/s0148lre,15761,15436,16344,15740,16014
patient045/s0148lre,17197,16909,17782,17176,17463
patient045/s0148lre,18643,18307,19228,18622,18905
patient045/s0148lre,20098,19773,20703,20074,20340
patient045/s0148lre,21569,21279,22177,21549,21835
patient045/s0148lre,23058,22725,23656,23038,23310
patient045/s0148lre,24520,24165,25114,24499,24775
patient045/s0148lre,25974,25705,26569,25951,26111
patient045/s0148lre,27436,27162,28036,27416,27691
patient045/s0148lre,28904,28624,29493,28884,29160
patient045/s0148lre,30358,30042,30949,30337,30612
patient045/s0148lre,31809,31552,32398,31786,32053
patient045/s0148lre,33272,32961,33610,33251,33548
patient045/s0148lre,34775,34506,35385,34755,35052
patient045/s0148lre,36270,36018,36871,36248,36535
patient045/s0148lre,37743,37458,38338,37722,38014
patient045/s0148lre,39214,38929,39420,39193,39474
patient045/s0148lre,41438,41190,42031,41415,41702
patient045/s0148lre,42885,42603,43464,42865,43153
patient045/s0148lre,44309,44029,44883,44289,44566
patient045/s0148lre,45732,45421,46311,45712,45788
patient045/s0148lre,47175,46897,47775,47155,47249
patient045/s0148lre,48669,48367,49026,48646,48935
patient045/s0148lre,50174,49897,50776,50153,50433
patient045/s0148lre,51653,51358,52248,51632,51915
patient045/s0148lre,53114,52821,53713,53091,53364
patient045/s0148lre,54572,54322,55170,54551,54849
patient045/s0148lre,56037,55731,56641,56016,56289
patient045/s0148lre,57528,57283,57724,57508,57708
patient045/s0148lre,59015,58704,59610,58994,59269
patient045/s0148lre,60471,60202,61050,60449,60729
patient045/s0148lre,61900,61623,62481,61879,62149
patient045/s0148lre,63336,63045,63925,63315,63408
patient045/s0148lre,64791,64545,65395,64767,65073
patient045/s0148lre,66275,66007,66877,66250,66552
patient045/s0148lre,67741,67464,68335,67721,68009
patient045/s0148lre,69198,68920,69780,69178,69454
patient045/s0148lre,70645,70362,71232,70622,70926
patient045/s0148lre,72101,71844,72696,72081,72356
patient045/s0148lre,73575,73320,73947,73555,73854
patient045/s0148lre,75086,74838,75426,75060,75350
patient045/s0148lre,76578,76261,77178,76557,76834
patient045/s0148lre,78040,77748,78633,78020,78295
patient045/s0148lre,79492,79228,80083,79472,79596
patient045/s0148lre,80947,80689,81547,80926,81211
patient045/s0148lre,82410,82089,82999,82389,82659
patient045/s0148lre,83857,83586,84444,83837,84112
patient045/s0148lre,85298,85008,85887,85278,85560
patient045/s0148lre,86748,86467,87340,86727,87012
patient045/s0148lre,88205,87846,88797,88185,88459
patient045/s0148lre,89673,89397,89875,89653,89937
patient045/s0148lre,91154,90843,91765,91131,91436
patient045/s0148lre,92650,92376,93261,92630,92916
patient045/s0148lre,94130,93828,94726,94110,94391
patient045/s0148lre,95585,95331,96171,95563,95843
patient045/s0148lre,97025,96772,97609,97004,97292
patient045/s0148lre,98466,98169,99063,98442,98740
patient045/s0148lre,99931,99648,100519,99911,100200
patient045/s0148lre,101381,101106,101967,101361,101646
patient045/s0148lre,102815,102547,103390,102795,103090
patient045/s0148lre,104227,103959,104931,104205,104486
patient045/s0148lre,105631,105333,106200,105611,105907
patient045/s0148lre,107060,106738,107650,107036,107328
patient045/s0148lre,108512,108225,109102,108492,108774
patient045/s0148lre,109963,109723,110553,109942,110219
patient045/s0148lre,111414,111147,112008,111394,111677
patient045/s0148lre,112871,112579,113475,112850,113116
patient045/s0148lre,114344,114033,114940,114323,114605
patient277/s0527_re,1244,1018,1545,1212,1270
patient277/s0527_re,2461,2206,2763,2428,2527
patient277/s0527_re,3767,3514,4069,3734,3829
patient277/s0527_re,4926,4701,5227,4894,4950
patient277/s0527_re,6135,5895,6438,6103,6201
patient277/s0527_re,7423,7177,7726,7390,7491
patient277/s0527_re,8703,8460,9007,8670,8765
patient277/s0527_re,9976,9718,10281,9944,10000
patient277/s0527_re,11137,10878,11439,11104,11160
patient277/s0527_re,12312,12063,12615,12279,12377
patient277/s0527_re,13535,13251,13837,13503,13558
patient277/s0527_re,14715,14443,15016,14684,14739
patient277/s0527_re,15863,15633,16164,15830,15930
patient277/s0527_re,17160,16867,17463,17127,17228
patient277/s0527_re,18429,18160,18730,18397,18499
patient277/s0527_re,19645,19416,19947,19614,19669
patient277/s0527_re,20848,20601,21148,20816,20871
patient277/s0527_re,22180,21877,22483,22147,22245
patient277/s0527_re,23453,23157,23755,23421,23526
patient277/s0527_re,24723,24469,25026,24691,24747
patient277/s0527_re,25795,25564,26095,25764,25819
patient277/s0527_re,26934,26692,27234,26902,26999
patient277/s0527_re,28232,27889,28534,28199,28296
patient277/s0527_re,29515,29253,29817,29483,29594
patient277/s0527_re,30659,30408,30960,30628,30683
patient277/s0527_re,31870,31536,32172,31838,31893
patient277/s0527_re,33221,32946,33525,33189,33292
patient277/s0527_re,34569,34258,34872,34537,34596
patient277/s0527_re,35766,35479,36067,35734,35790
patient277/s0527_re,37003,36690,37306,36970,37069
patient277/s0527_re,38305,38053,38608,38273,38378
patient277/s0527_re,39558,39304,39862,39527,39582
patient277/s0527_re,40689,40402,40990,40657,40713
patient277/s0527_re,41949,41670,42252,41916,42013
patient277/s0527_re,43238,42970,43540,43205,43304
patient277/s0527_re,44478,44226,44781,44447,44503
patient277/s0527_re,45569,45303,45868,45537,45593
patient277/s0527_re,46805,46533,47107,46773,46877
patient277/s0527_re,48043,47797,48345,48010,48111
patient277/s0527_re,49137,48868,49437,49105,49161
patient277/s0527_re,50178,49921,50476,50146,50243
patient277/s0527_re,51442,51168,51742,51409,51510
patient277/s0527_re,52628,52345,52927,52597,52652
patient277/s0527_re,53736,53503,54033,53704,53762
patient277/s0527_re,55049,54750,55350,55016,55122
patient277/s0527_re,56386,56140,56688,56354,56454
patient277/s0527_re,57550,57298,57850,57519,57574
patient277/s0527_re,58787,58393,59088,58754,58863
patient277/s0527_re,60057,59815,60360,60025,60121
patient277/s0527_re,61160,60879,61459,61128,61184
patient277/s0527_re,62298,62059,62598,62265,62363
patient277/s0527_re,63547,63295,63849,63515,63628
patient277/s0527_re,64721,64491,65022,64691,64746
patient277/s0527_re,65846,65604,66147,65814,65873
patient277/s0527_re,67142,66879,67444,67109,67208
patient277/s0527_re,68390,68115,68692,68359,68415
patient277/s0527_re,69537,69249,69837,69505,69564
patient277/s0527_re,70807,70489,71109,70774,70880
patient277/s0527_re,72106,71847,72408,72074,72178
patient277/s0527_re,73295,73032,73596,73264,73320
patient277/s0527_re,74475,74235,74776,74443,74539
patient277/s0527_re,75797,75490,76101,75764,75869
patient277/s0527_re,77032,76768,77334,77001,77056
patient277/s0527_re,78210,77962,78511,78178,78272
patient277/s0527_re,79476,79249,79779,79444,79541
patient277/s0527_re,80726,80497,81028,80693,80794
patient277/s0527_re,82016,81765,82318,81984,82094
patient277/s0527_re,83190,82915,83491,83159,83214
patient277/s0527_re,84384,84126,84684,84351,84453
patient277/s0527_re,85680,85420,85983,85648,85745
patient277/s0527_re,86995,86764,87297,86963,87018
patient277/s0527_re,88170,87909,88471,88138,88194
patient277/s0527_re,89403,89151,89704,89370,89468
patient277/s0527_re,90662,90414,90964,90629,90737
patient277/s0527_re,91861,91603,92163,91830,91886
patient277/s0527_re,93062,92761,93364,93030,93131
patient277/s0527_re,94325,94095,94627,94292,94389
patient277/s0527_re,95504,95244,95806,95473,95528
patient277/s0527_re,96594,96333,96894,96562,96660
patient277/s0527_re,97848,97596,98151,97815,97921
patient277/s0527_re,99064,98782,99367,99032,99138
patient277/s0527_re,100159,99879,100458,100127,100183
patient277/s0527_re,101330,101086,101631,101297,101393
patient277/s0527_re,102595,102357,102897,102562,102662
patient277/s0527_re,103837,103585,104139,103806,103862
patient277/s0527_re,105004,104728,105304,104972,105027
patient277/s0527_re,106271,106003,106573,106239,106337
patient277/s0527_re,107528,107221,107829,107496,107599
patient277/s0527_re,108672,108432,108973,108641,108697
patient277/s0527_re,109826,109579,110127,109794,109890
patient277/s0527_re,111077,110817,111379,111045,111151
patient277/s0527_re,112213,111930,112513,112181,112237
patient277/s0527_re,113371,113124,113671,113338,113442
patient277/s0527_re,114672,114393,114975,114640,114740
patient277/s0527_re,115810,115570,116110,115779,115834
patient277/s0527_re,116989,116718,117289,116957,117057
patient277/s0527_re,118215,117972,118516,118183,118298
patient277/s0527_re,119389,119149,119689,119358,119413
patient283/s0542_re,1429,1179,1803,nan,1466
patient283/s0542_re,2579,2358,2956,nan,2619
patient283/s0542_re,3692,3471,4068,3541,3733
patient283/s0542_re,4840,4617,5218,nan,4875
patient283/s0542_re,6136,5886,6507,nan,6176
patient283/s0542_re,7176,6960,7551,6682,7216
patient283/s0542_re,8477,8191,8856,nan,8516
patient283/s0542_re,9590,9274,9964,nan,9626
patient283/s0542_re,10578,10351,10945,nan,10615
patient283/s0542_re,11623,11397,11998,11008,11661
patient283/s0542_re,12784,12570,13159,nan,12824
patient283/s0542_re,13913,13681,14283,nan,13950
patient283/s0542_re,15024,14791,15394,nan,15064
patient283/s0542_re,16211,15994,16582,nan,16251
patient283/s0542_re,17574,17313,17949,nan,17613
patient283/s0542_re,18550,18297,18921,18502,18590
patient283/s0542_re,19810,19593,20187,nan,19848
patient283/s0542_re,21049,20812,21429,nan,21087
patient283/s0542_re,22096,21840,22461,22049,22137
patient283/s0542_re,23616,23337,23994,nan,23659
patient283/s0542_re,24795,24582,25167,nan,24831
patient283/s0542_re,25790,25537,26161,25728,25830
patient283/s0542_re,26791,26577,27163,26743,26832
patient283/s0542_re,28115,27877,28492,nan,28149
patient283/s0542_re,29152,28927,29524,29099,29191
patient283/s0542_re,30828,30606,31218,nan,30864
patient283/s0542_re,31899,31671,32271,31389,31942
patient283/s0542_re,33166,32956,33549,32775,33205
patient283/s0542_re,34170,33954,34539,nan,34206
patient283/s0542_re,35142,34909,35515,34641,35179
patient283/s0542_re,36529,36300,36913,nan,36569
patient283/s0542_re,37839,37629,38214,37782,37876
patient283/s0542_re,38799,38571,39169,38712,38839
patient283/s0542_re,40251,40000,40642,nan,40291
patient283/s0542_re,41523,41265,41901,nan,41561
patient283/s0542_re,42617,42402,42990,42066,42657
patient283/s0542_re,43900,43663,44286,nan,43938
patient283/s0542_re,44938,44697,45315,44429,44976
patient283/s0542_re,46177,45948,46563,nan,46217
patient283/s0542_re,47525,47304,47910,nan,47565
patient283/s0542_re,48541,48292,48915,48061,48580
patient283/s0542_re,49690,49483,50064,nan,49730
patient283/s0542_re,50942,50718,51327,50877,50982
patient283/s0542_re,52110,51892,52491,nan,52150
patient283/s0542_re,53063,52810,53436,52606,53102
patient283/s0542_re,54126,53892,54502,53569,54166
patient283/s0542_re,55420,55159,55794,nan,55460
patient283/s0542_re,56623,56400,56995,nan,56663
patient283/s0542_re,57686,57439,58059,57165,57726
patient283/s0542_re,58825,58603,59209,nan,58866
patient283/s0542_re,60660,60405,61053,nan,60703
patient283/s0542_re,62160,61909,62554,nan,62198
patient283/s0542_re,63343,63087,63714,nan,63383
patient283/s0542_re,64458,64230,64839,nan,64496
patient283/s0542_re,65692,65448,66072,nan,65732
patient283/s0542_re,66809,66583,67183,nan,66848
patient283/s0542_re,67903,67632,68274,67255,67943
patient283/s0542_re,68959,68715,69333,68891,68994
patient283/s0542_re,69886,69675,70248,69436,69922
patient283/s0542_re,70807,70506,71172,70356,70844
patient283/s0542_re,72002,71796,72381,nan,72039
patient283/s0542_re,73080,72753,73452,72525,73118
patient283/s0542_re,74067,73854,74437,73572,74103
patient283/s0542_re,75187,74958,75562,75135,75227
patient283/s0542_re,76378,76062,76758,nan,76417
patient283/s0542_re,77533,77295,77914,nan,77573
patient283/s0542_re,78662,78420,79032,nan,78700
patient283/s0542_re,79660,79407,80035,79607,79699
patient283/s0542_re,81049,80754,81441,nan,81089
patient283/s0542_re,82062,81807,82428,81569,82099
patient283/s0542_re,83518,83311,83902,nan,83559
patient283/s0542_re,84815,84600,85198,nan,84854
patient283/s0542_re,86156,85896,86532,nan,86197
patient283/s0542_re,87461,87232,87838,nan,87501
patient283/s0542_re,88642,88414,89023,nan,88682
patient283/s0542_re,89905,89643,90288,nan,89945
patient283/s0542_re,91127,90844,91504,nan,91167
patient283/s0542_re,92261,92028,92640,nan,92301
patient283/s0542_re,93532,93271,93912,nan,93572
patient283/s0542_re,94764,94552,95146,nan,94804
patient283/s0542_re,95871,95647,96244,nan,95906
patient283/s0542_re,96968,96721,97338,96913,97003
patient283/s0542_re,97909,97584,98281,97524,97948
patient283/s0542_re,98939,98671,99309,98886,98976
patient283/s0542_re,99964,99744,100335,99475,100003
patient283/s0542_re,101563,101325,101961,nan,101600
patient283/s0542_re,102608,102387,102981,102099,102648
patient283/s0542_re,103611,103300,103983,103474,103646
patient283/s0542_re,104841,104577,105216,nan,104881
patient283/s0542_re,106019,105793,106401,nan,106058
patient283/s0542_re,106981,106729,107352,106504,107020
patient283/s0542_re,108102,107890,108477,nan,108141
patient283/s0542_re,109030,108786,109404,108889,109069
patient283/s0542_re,110288,110026,110665,nan,110329
patient283/s0542_re,111429,111210,111801,nan,111462
patient283/s0542_re,112630,112344,113011,nan,112670
patient283/s0542_re,113752,113530,114124,nan,113792
patient283/s0542_re,114734,114508,115116,114189,114773
patient283/s0542_re,115853,115633,116227,nan,115893
patient283/s0542_re,117047,116806,117429,116784,117085
patient283/s0542_re,118222,117963,118596,118169,118262
patient283/s0542_re,119268,119001,119635,119212,119306
